name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
Crete Idaia Gi Red Dry Wine,"Deep red color with purple highlights. Complex aromatic profile that focuses on fresh fruit expressed through sour cherries, blackberries and plums, which are subtly embraced by oak notes that refer to tobacco, pungent spices and chocolate, but also some hints of leather. Its taste is quite rich with ripe tannins, concentrated fruit and a long aftertaste.",,1590874,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2857907/8aa0551fb0e8ca620a4cc.png?1700728416,,https://johnsonbrothers.storefronts.site/p/5XLAS,,,,Idaia Winery,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Crete Thrapsathiri Ocean White Dry Wine,"Bright lemon-green color. Complex and charming aroma where stone fruits and exotic fruits are beautifully combined with citrus on a background of pepper, white flowers, and minerality. Rich flavor with creamy texture, refreshing acidity, and a very nice persistent and spicy aftertaste.",,1758832,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2857928/3dfd6b5818e6ed38603fd.png?1700728443,,https://johnsonbrothers.storefronts.site/p/W7EJ3,,,,Idaia Winery,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Crete Vidiano Dry White Wine,"It is distinguished for its brilliant yellow-green color and the delicate aromatic character with dominant fruit pear, banana and melon. It has particular acidity, rich and charming mouth and impressive aromatic aftertaste. ",,1243807,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2857952/7fb08cfb592aaccaf8778.png?1700728472,,https://johnsonbrothers.storefronts.site/p/DKVD6,,,,Idaia Winery,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Ouzo of Plomari,"Smooth and bursting with flavors and aromas of anise, herbs and sweet spices.",,1107401,48,200.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2026790/79afd932bd3940af5c4c3.png?1629305379,,https://johnsonbrothers.storefronts.site/p/V8PFL,,,,Isidoros Arvanitis Distillery,Spirit,Liqueur,Schnapps,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Schnapps
Nemea Agiorgitiko,"The wine has a distinctive,cherry red color and a rich aroma. On the Palate blackberry fruit develops with some spiciness in the finish.",,1683378,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/212641/4614dfa8717675204ed87.png?1526307539,,https://johnsonbrothers.storefronts.site/p/7ENCQ,,,,Kouros,Wine,Still,Red,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Wine,Still,Red
Patras Rhoditis,The wine has a delicate but distinctive aroma. On the palate citrus and tropical fruit flavors develop and continue in a long-lasting finish.,,1491283,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/212640/fcd934c7698aa6c61dbf9.png?1526307521,,https://johnsonbrothers.storefronts.site/p/XD403,,,,Kouros,Wine,Still,White,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Wine,Still,White
Sterea Ellada Assyrtiko,Assyrtiko is considered to be one of the noblest white grape varieties. A fruity wine with vibrant aromas.,,1457889,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/598737/3325bfea74b19c40a33a5.png?1545289158,,https://johnsonbrothers.storefronts.site/p/GXMPZ,,,,Kouros,Wine,Still,White,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Wine,Still,White
Mavrodaphne of Patras Sweet Red,"A ruby-red color; an intense and rich nose redolent of black raisins; a full-bodied, rounded palate showcases the sweetness of dried raisins; the mouth is filled with marvelous Mavrodaphne notes, while the tongue receives a welcome surprise in the guise of this intensely pleasurable versatile wine.",,1840686,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1332267/e07d4204fea39380aa429.png?1572853993,,https://johnsonbrothers.storefronts.site/p/KUCZG,,,,Kourtaki,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Red Wine,This un-oaked dry red is mellow with plummy and spicy notes.,,1297649,6,1.5,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/911241/3a96641971ca457ce9371.png?1556860749,,https://johnsonbrothers.storefronts.site/p/0KBSQ,,,,Kourtaki,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Retsina of Attica,A vividly gold color; dainty pine resin aroma; a fresh and balanced palate representative of the Savatiano grape variety; and a lingering after-taste with the resin aroma discreetly present.,,1187166,6,1.5,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/77502/6257a8b92c80423a6a404.png?1513837947,,https://johnsonbrothers.storefronts.site/p/QXXXG,,,,Kourtaki,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Retsina of Attica,A vividly gold color; dainty pine resin aroma; a fresh and balanced palate representative of the Savatiano grape variety; and a lingering after-taste with the resin aroma discreetly present.,,1055461,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/77502/6257a8b92c80423a6a404.png?1513837947,,https://johnsonbrothers.storefronts.site/p/QXXXG,,,,Kourtaki,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Rosé,This native Greek varietal is delightfully dry and delicate with a lingering finish.,,1809327,6,1.5,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/911228/98cb1105d1e79b3fc479e.png?1556860623,,https://johnsonbrothers.storefronts.site/p/YOU5J,,,,Kourtaki,Wine,Still,Rosé,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Rosé
White Wine,This dry white is fresh and flavorful with a fruity bouquet and light crisp finish.,,1021415,6,1.5,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/909271/1e5b7aee73686940200df.png?1556799277,,https://johnsonbrothers.storefronts.site/p/G0YYO,,,,Kourtaki,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Cabernet Sauvignon,"Vineyard Notes:
The grapes, selected from low yielding vines, come from the areas of Carcassonne and the Minervois, in association with Celliers Jean d'Alibert.

Winemaking notes
The two varieties were vinified separately. Both went through a period of cold soak. fermentation on skins lasted 2 weeks prior to pressing. There was very limited use of press wine.

Tasting Notes
The blend of rich blackcurranty Cabernet and brambley, gently peppery Syrah makes this a very distinctive wine. The vanilla character of the oak is present but subtle, and the tannins are softer than in many Cabernets. A very luxurious drink; silky and satisfying.

Food Style
Good with a range of red meat dishes, but its soft fruity character makes this an attractive wine to drink by itself.",,1019166,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/632154/ece19705d11b2f47880b5.png?1616725885,,https://johnsonbrothers.storefronts.site/p/6RE1M,,,,Le Grand Noir,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,France,Alcohol,Wine,Still,Red
Chardonnay,"Vineyard Notes:
We have selected vineyards in the area of Carcassonne and the Minervois based on grape flavour and yield. The wines are produced and bottled in association with Celliers Jean d'Alibert.

Winemaking Notes:
The grapes were cold macerated then pressed, cold settled before fermentation. 30% of the Chardonnay was fermented in French and American oak barrels, and remained on lees in barrel, with some stirring, for six months.

Tasting Notes:
Chardonnays come in many styles, from light and minerally to rich, buttery and oaky. We wanted to make a Chardonnay that was satisfying, yet fresh, and with a sufficiently interesting flavour to capture the imagination. From the outset, it was crucial that it would be a great accompaniment to food. This is a fresh, pine-appley wine, with a subtle hint of oak and a touch of mango and ginger

Food Style:
Great by itself or to accompanyall fish and white meat dishes. Will work well with oriental food.",,1475448,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/632229/75901401cf822b4f1d3ff.png?1616725889,,https://johnsonbrothers.storefronts.site/p/J9ULV,,,,Le Grand Noir,Wine,Still,White,,johnson brothers,Prestige Beverage Group,France,Alcohol,Wine,Still,White
GSM,"Vineyard Notes:
The vineyards, selected from low yielding vines, come from the areas of Carcassonne and the Minervois, in association with Celliers Jean d'Alibert

Winemaking Notes:
The three varieties were vinified separately . All went through a period of cold saok. Fermentation on skins lasted 2 weeks prior to pressing. There was very limited use of press wine.

Tasting Notes:
The blend of grape varieties gives spicy blackberryish flavours, dark plum, black cherry dark fruit and a hint of pepper. There is also a distinctive mineral, perfumed note that comes from the Mourvedre.

Food Style:
Perfect with all full-flavoured meat dishes, and ideal with traditional French cuisine as well as more international dishes whose flavours include a note of spice.",,1475380,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/632162/e1bb17c9eb9dff1f0288d.png?1616725886,,https://johnsonbrothers.storefronts.site/p/7ZUKL,,,,Le Grand Noir,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,France,Alcohol,Wine,Still,Red
Pinot Noir,"Vineyard Notes:
From the coolest area (Limoux) of the South of France influenced by the fact that it is: 
– Situated at the foothill of the Pyrenees rising to 400 meters above sea level
– Sea breezes both from the Mediterranean and the Atlantic Ocean

Strong viticulture control: starting with defined Clone selection aimed at obtaining low yields, good canopy management helping produce ripeness. The rows are grassed down to avoid excessive vigour. In tourist terms, Limoux is considered the Tuscany of the South of France.

Winemaking Notes:
Made in a very Burgundian manner. The whole bunches went through a period of cold soak. Fermentation on skins lasted 2 weeks prior to pressing. There was Burgundian-style manual punch-down to break up the cap and maximise colour. Very little press wine was used.

Tasting Notes:
A very distinctive and immediately enjoyable Pinot Noir, this is a very juicy, raspberryish, cherryish wine with hints of strawberry and oak and a refreshing note of pepper.

Food Style:
Great by itself or to accompany a wide range of meat dishes, but could also be enjoyed with fish such as tuna or salmon. 
Serving note: Would be good slightly chilled, especially in warm weather.",,1345432,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/632200/f94390b2ba2dfb2c9105a.png?1616725888,,https://johnsonbrothers.storefronts.site/p/L72J1,,,,Le Grand Noir,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,France,Alcohol,Wine,Still,Red
Rosé,"Vineyard Notes:
The grapes, selected from low-yielding vines, come from the areas of Carcassonne and the Minervois, in association with Celliers Jean d'Alibert.

Winemaking Notes:
The Shiraz and Grenache grapes were picked at optimum aromatic ripeness then briefly cold macerated. The grapes were then pressed and only then was the clear juice racked. The wine remained on less 3 months before being prepared for bottling.

Tasting Notes:
Pale pink. Intense aromas of raspberry, strawberry and redcurrant with a hint of pepper. Rich palette with refreshing bright red fruit and peppery character. Apparently dry, with attractive fruit-sweetness.

Food Style:
To be drunk by itself, or with a wide range of dishes, including ones prepared with oriental spices.",,1786862,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/632247/ca539c0d13c71b6391790.png?1616725890,,https://johnsonbrothers.storefronts.site/p/C8WLQ,,,,Le Grand Noir,Wine,Still,Rosé,,johnson brothers,Prestige Beverage Group,France,Alcohol,Wine,Still,Rosé
Sauvignon Blanc,"Vineyard Notes:
Years of experience have allowed us to identify those Languedoc vineyards, where the Sauvignon grape displays its most intense characters.

Winemaking Notes:
The grapes were cold macerated then pressed, cold settled before fermentation. A small amount of Marsanne added richness and complexity.

Tasting Notes:
The blending of a little Marsanne in with the Sauvignon has made this a very interesting wine with a refreshingly grassy green fig, papaya and lychee notes to go with the characteristic Sauvignon capsicum gooseberry flavours.

Food Style:
Great by itself or to accompany all fish and white meat dishes. Will work especially well with seafood. Delicious by itself.

",,1238178,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/632222/c890abb6bcd36d49443c1.png?1546634879,,https://johnsonbrothers.storefronts.site/p/8NO86,,,,Le Grand Noir,Wine,Still,White,,johnson brothers,Prestige Beverage Group,France,Alcohol,Wine,Still,White
Sweet Red Wine,"This light, sweet, un-oaked fruity red is sought out by the Greek Orthodox clergy as a communion wine.",,1154600,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/911859/4c582f2c720ab58eeb187.png?1556868648,,https://johnsonbrothers.storefronts.site/p/81JKG,,,,Nama Byzantino,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Drama Malagousia Moscato Sauvignon Blanc,"Bright, hay green. Very expressive nose with the aromas of rose, exotic fruit and peach in the foreground, and notes of freshly cut grass in the background. Pleasant and cool at first with very good volume and acidity. Plenty of fruit and fine finish.",,1216673,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/906397/d139147a9067c5dfe33bd.png?1556731211,,https://johnsonbrothers.storefronts.site/p/EBPMK,,,,Oenodea,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Macedonia Cabernet Sauvignon Agiorgitiko Syrah,"Bright, deep red. Fresh, fruity aromas, where cherry and red forest fruit dominate, on a background of spices. Soft, with round tannins, good structure and balance. Medium body, with rich fruit and pleasant finish with a hint of bitter chocolate.",,1298048,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/121367/f3c7f5368a84171a73fa2.png?1518198391,,https://johnsonbrothers.storefronts.site/p/FYPJH,,,,Oenodea,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Drama Cabernet Sauvignon Agiorgitiko,"Oenotria Land from Greece, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1012708,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/156467/7612523387e49d29bfdb1.png?1521663769,,https://johnsonbrothers.storefronts.site/p/BDYYA,,,,Oenotria Land,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Vermouth,"Colour : Crimson, light burgundy.
Nose : Rose petal, vanilla, oregano, fresh lemon notes.
Mouth : Balanced sweetness, slight bitter aftertaste, rose, lemon and orange freshness.",,1295161,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/280842/c882ed6f1de3914d2e50f.png?1531297371,,https://johnsonbrothers.storefronts.site/p/ADRFP,,,,Otto's Athens Vermouth,Wine,Fortified,Vermouth,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Wine,Fortified,Vermouth
Sauvignon Blanc,"90% Sauvignon Blanc & 10% Sémillon, this Sauvignon Blanc has vibrant aromas of gooseberry, citrus and melon notes with flavors of guava and passion fruit followed through with crisp, vibrant acidity.",,1143586,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/large/2870475/1143586_MAIN.png,,https://johnsonbrothers.storefronts.site/p/YQ8VD,,,,Overstone,Wine,Still,White,,johnson brothers,Prestige Beverage Group,New Zealand,Alcohol,Wine,Still,White
Haraki Cretan Tsikoudia,This very popular Greek Grapa from the Patsakis Distillery is smooth and bursting with sweet flavors and aromas reminiscent of the grapes used for distillation.,,1504173,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/912018/b0c183530562a3341a418.png?1556870239,,https://johnsonbrothers.storefronts.site/p/IBP4V,,,,Patsakis Distillery,Spirit,Brandy,Marc,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Brandy,Marc
Haraki Honey,This very popular Greek Honey flavored Grapa from the Patsakis Distillery is smooth and bursting with sweet flavors.,,1283031,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/912026/e78f828d7a7e3340e651a.png?1556870318,,https://johnsonbrothers.storefronts.site/p/OCISC,,,,Patsakis Distillery,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Ouzo By Issidoros Arvanitis,"Smooth and bursting with flavors and aromas of anise, herbs and sweet spices.",,1953815,12,700.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1051762/e825c7aaf47e7708a80a9.png?1562763286,,https://johnsonbrothers.storefronts.site/p/PMP7L,,,,Plomari,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Ouzo By Issidoros Arvanitis,"Smooth and bursting with flavors and aromas of anise, herbs and sweet spices.",,1135425,6,700.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1051762/e825c7aaf47e7708a80a9.png?1562763286,,https://johnsonbrothers.storefronts.site/p/PMP7L,,,,Plomari,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Cabernet Sauvignon / Merlot,"Voyages of taste in the world of wine, with Cabernet Sauvignon and Merlot, bursting with cherries and plum.",,1997325,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/912064/b39030a3746dfa41092a4.png?1556870566,,https://johnsonbrothers.storefronts.site/p/7STI4,,,,Plóes,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Red
Chardonnay / Assyrtiko,"Voyages of taste in the world of wine, with Chardonnay and Assyrtiko, bursting with lemon and citrus fruit.",,1059600,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/250970/34062a920d06fb7d2e1b3.png?1529329220,,https://johnsonbrothers.storefronts.site/p/77OXH,,,,Plóes,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,White
Drama Cabernet Sauvignon Merlot Semi Dry Rosé,"Plóes from Greece, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1674875,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1087767/43b1781ca6c84d1c000a5.png?1563357830,,https://johnsonbrothers.storefronts.site/p/C0FJZ,,,,Plóes,Wine,Still,Rosé,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Wine,Still,Rosé
Mastiha of Chios,"Chios mastic (Mastiha), known from the ancient times for its beneficial and therapeutic properties is the aromatic resin from the trunk and the branches of the mastic tree (Pistachia Lentiscus var. Chia), which is a bush that can only be found in Southern Chios. The mastic appears like a tear from the carved parts of the tree and flows in drops to the ground.",,1164886,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/260072/bf7d03931452a46ad1a50.png?1530023975,,https://johnsonbrothers.storefronts.site/p/50KYT,,,,Psychis & Sons,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Mastiha of Chios,"Chios mastic (Mastiha), known from the ancient times for its beneficial and therapeutic properties is the aromatic resin from the trunk and the branches of the mastic tree (Pistachia Lentiscus var. Chia), which is a bush that can only be found in Southern Chios. The mastic appears like a tear from the carved parts of the tree and flows in drops to the ground.",,1511084,12,200.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/260072/bf7d03931452a46ad1a50.png?1530023975,,https://johnsonbrothers.storefronts.site/p/50KYT,,,,Psychis & Sons,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Mastiha of Chios,"Chios mastic (Mastiha), known from the ancient times for its beneficial and therapeutic properties is the aromatic resin from the trunk and the branches of the mastic tree (Pistachia Lentiscus var. Chia), which is a bush that can only be found in Southern Chios. The mastic appears like a tear from the carved parts of the tree and flows in drops to the ground.",,1767033,96,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/260072/bf7d03931452a46ad1a50.png?1530023975,,https://johnsonbrothers.storefronts.site/p/50KYT,,,,Psychis & Sons,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Ouzo of Chios Rempiko,"It took its name from the traditional bronze alembic, as it is called in the Chian dialect. Pure and rich anise aroma. Round and balanced mouth sense with finesse and spicy aftertaste.",,1637308,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1039761/75736c8e548bb59fd477d.png?1562271813,,https://johnsonbrothers.storefronts.site/p/O821U,,,,Psychis & Sons,Spirit,Liqueur,Botanical,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Liqueur,Botanical
Tsipouro Double Distilled Dry Grappa Brandy,"Psychis & Sons from Greece, provided by Prestige Beverage Group. Enjoy the unique taste and quality.",,1686889,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2563326/f2dddd9eabf05721f7f1e.png?1678101737,,https://johnsonbrothers.storefronts.site/p/QBNQZ,,,,Psychis & Sons,Spirit,Brandy,Grappa,,johnson brothers,Prestige Beverage Group,Greece,Alcohol,Spirit,Brandy,Grappa
8th Day IPA,"Septem Microbrewery from Greece, provided by Nestor Imports Inc. Enjoy the unique taste and quality.",,1597245,20,330.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/31226/2ab8803f029113eeb749f.png?1508324642,,https://johnsonbrothers.storefronts.site/p/U9W6Z,,,,Septem Microbrewery,Beer,Ale,IPA,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Beer,Ale,IPA
Monday's Pilsner,"Fresh, unpasteurized, filtered beer, with golden-blonde colour and creamy white head. Aromas of lemon blossoms, citrus and “green hops”. Slightly sweet flavour with refreshing bitterness and aromatic aftertaste, where the zesty and malty aromas dominate.",,1579721,20,330.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1040010/d3e3e75352eeaa9f197ec.png?1562274576,,https://johnsonbrothers.storefronts.site/p/IW6P0,,,,Septem Microbrewery,Beer,Lager,Pilsner,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Beer,Lager,Pilsner
Mastiha Spirit Liqueur,"Pine, earthy nose. Refreshing. Undernotes of root vegetables, carrot, cucumber, lime. Long finish. ",,1551156,6,700.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2889783/63958dffdf52cdd2a6a82.png?1702589574,,https://johnsonbrothers.storefronts.site/p/PR2D2,,,,Skinos,Spirit,Liqueur,Botanical,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Spirit,Liqueur,Botanical
Mastiha Spirit Liqueur,"Pine, earthy nose. Refreshing. Undernotes of root vegetables, carrot, cucumber, lime. Long finish. ",,1350906,12,200.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2889783/63958dffdf52cdd2a6a82.png?1702589574,,https://johnsonbrothers.storefronts.site/p/PR2D2,,,,Skinos,Spirit,Liqueur,Botanical,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Spirit,Liqueur,Botanical
Rheinhessen Riesling,"Starling Castle gets its name from the flocks of starling birds which surround the vineyards during each harvest, hoping to catch some of the ripe golden-green Riesling grapes. The Rheinhessen valley, with gently rolling hills, produces Germany's most famous wine, Riesling. This elegant, well balanced Riesling with its fresh, fruity bouquet is the perfect companion to light meals, desserts, or simply enjoy on its own.
",,1297929,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2217476/99c4993bebe370cc91309.png?1646836246,,https://johnsonbrothers.storefronts.site/p/Z09YH,,,,Starling Castle,Wine,Still,White,,johnson brothers,Prestige Beverage Group,Germany,Alcohol,Wine,Still,White
Greek Botanicals Dry Gin,"Votanikon from Greece, provided by Nestor Imports Inc. Enjoy the unique taste and quality.",,1599567,6,700.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2187119/68b43c0f998f8f25cd451.png?1644412375,,https://johnsonbrothers.storefronts.site/p/6PWJX,,,,Votanikon,Spirit,Gin,Specialty,,johnson brothers,Nestor Imports Inc,Greece,Alcohol,Spirit,Gin,Specialty
