description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Sparrow Lane Champagne Vinegar is a gourmet vinegar made from Champagne wine. It is crafted in Napa Valley using traditional methods and aged in oak barrels to create a smooth and tangy taste with a hint of sweetness. This vinegar is ideal for adding a bright and acidic kick to a variety of dishes such as salads, sauces, marinades, and dressings. The delicate flavor of the vinegar makes it an excellent choice for use in French cuisine, particularly in vinaigrettes and sauces.",Champagne Vinegar,SL104,,4 x 1 Gal Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/sl104_0.jpg",6.36E+11,,,https://www.chefswarehouse.com/products//SL104/,SPARROW LANE,,,Salad Dressing,"SPARROW LANE, INC.",Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/sl104_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Wine, Cider & Malt"",""sub-category"":""Vinegar"",""sub-sub-category"":""Wine, Cider & Malt"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_SL104-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4 x 1 Gal Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""SL104""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_SL104-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 Gal Case""}}],""businessUnit"":""200001""},{""code"":""JDE_SL104-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4 x 1 Gal Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""SL104""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_SL104-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 Gal Case""}}],""businessUnit"":""200001""}]}"
"Sparrow Lane rice wine vinegar is known for its high quality and is made using traditional methods. It is a 100% natural product that is free from preservatives and additives, and is aged in oak barrels to develop its distinctive flavor and aroma. It is a healthy and delicious choice for home cooks and chefs who are looking for an authentic and high-quality vinegar for their dishes. High-quality rice vinegar made from fermented rice wine, and is a popular ingredient in many types of cuisine, particularly in Asian dishes. It has a mild, slightly sweet flavor and a delicate acidity that makes it a versatile ingredient for a wide range of culinary applications.",Rice Wine Vinegar,10118854,,4 x 1 Gal Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/10118854_0.jpg,6.36E+11,,,https://www.chefswarehouse.com/products//10118854/,SPARROW LANE,,,Vinegar,"SPARROW LANE, INC.",Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/10118854_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Rice Vinegars"",""sub-category"":""Vinegar"",""sub-sub-category"":""Rice Vinegars"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Vinegar"",""product_variants"":[{""code"":""JDE_10118854-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4 x 1 Gal Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10118854""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10118854-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 Gal Case""}}],""businessUnit"":""200001""},{""code"":""JDE_10118854-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4 x 1 Gal Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10118854""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10118854-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4 x 1 Gal Case""}}],""businessUnit"":""200001""}]}"
"Add a touch of elegance to your dishes with our Bel Aria balsamic glaze - a premium condiment that will elevate any meal to gourmet status. Made from the finest quality balsamic vinegar, our glaze is expertly crafted to offer a rich, sweet flavor and a luxurious texture. Our Bel Aria balsamic glaze is the perfect combination of tangy and sweet, with a rich and thick consistency that's perfect for drizzling over salads, roasted vegetables, meats, and more. It's also a versatile ingredient that can be used in a wide range of dishes, from appetizers to main courses.",Italian Balsamic Glaze,BC102211,,12x225 ML BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/balsamic-vincotto/bc102211_0.jpg,85063022114,,,https://www.chefswarehouse.com/products//BC102211/,BELARIA,,,Salad Dressing,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/balsamic-vincotto/bc102211_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Balsamic & Vincotto"",""sub-category"":""Vinegar"",""sub-sub-category"":""Balsamic & Vincotto"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_BC102211-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x225 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC102211""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC102211-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x225 ML BC""}}],""businessUnit"":""200001""},{""code"":""JDE_BC102211-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12x225 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC102211""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC102211-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x225 ML BC""}}],""businessUnit"":""200001""}]}"
"Delouis Sherry Vinegar is a high-quality gourmet vinegar made from sherry wine, which is carefully aged in oak barrels for a complex and rich flavor. This vinegar is made using traditional methods, ensuring that the natural flavors and aromas of the sherry wine are preserved. The result is a flavorful and aromatic vinegar with a rich, smooth taste and a hint of sweetness that's perfect for a variety of dishes. This vinegar is perfect for adding depth and complexity to your favorite dressings, marinades, and sauces. Delouis Sherry Vinegar is made from natural ingredients and is free from any artificial preservatives or flavors,",Sherry Vinegar,BC702288A,,2 x 5 L Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/bc702288a_0.jpg",62505236346,,,https://www.chefswarehouse.com/products//BC702288A/,DELOUIS,,,Salad Dressing,DELOUIS,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/bc702288a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Wine, Cider & Malt"",""sub-category"":""Vinegar"",""sub-sub-category"":""Wine, Cider & Malt"",""supplier_name"":"""",""country_of_origin"":""France"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_BC702288A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 5 L Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC702288A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC702288A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 5 L Case""}}],""businessUnit"":""200001""},{""code"":""JDE_BC702288A-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 5 L Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC702288A""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC702288A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 5 L Case""}}],""businessUnit"":""200001""}]}"
"This Rice Vinegar is a necessary ingredient for bringing to life the most delicious dishes from Japan’s rich culinary heritage. Offering a predominantly savory and slightly acidic flavor with just a touch of sweetness, this vinegar is made using simple ingredients like water and rice with no extra sugar or salt. Use it to pickle your favorite vegetables, achieve the perfect sushi rice, or combine with hoisin, sesame oil, and soy sauce for a simple glaze.",Rice Vinegar,10747731,,4x1 Gallon BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/10747731_0.jpg,,,,https://www.chefswarehouse.com/products//10747731/,HOTARU,,,Vinegar,HOTARU FOODS,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/10747731_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Rice Vinegars"",""sub-category"":""Vinegar"",""sub-sub-category"":""Rice Vinegars"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Vinegar"",""product_variants"":[{""code"":""JDE_10747731-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4x1 Gallon BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10747731""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10747731-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4x1 Gallon BC""}}],""businessUnit"":""200001""},{""code"":""JDE_10747731-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4x1 Gallon BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10747731""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10747731-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4x1 Gallon BC""}}],""businessUnit"":""200001""}]}"
"Delouis white wine vinegar is a premium vinegar made from high-quality white wine that has been aged to create a bright and crisp flavor. It is made by fermenting white wine until it turns into vinegar, and then aging it in oak barrels to enhance its flavor and aroma. This white wine vinegar is known for its versatility and can be used in a wide range of recipes, from dressings and marinades to sauces and pickles. It has a mild and tangy flavor that is perfect for enhancing the taste of a variety of dishes.",White Wine Vinegar,GV395DS,,2 x 5 L Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/gv395ds_0.jpg",,,,https://www.chefswarehouse.com/products//GV395DS/,DELOUIS,,,Salad Dressing,DELOUIS,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/gv395ds_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Wine, Cider & Malt"",""sub-category"":""Vinegar"",""sub-sub-category"":""Wine, Cider & Malt"",""supplier_name"":"""",""country_of_origin"":""France"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_GV395DS-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 5 L Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GV395DS""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GV395DS-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 5 L Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GV395DS-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 5 L Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GV395DS""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GV395DS-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 5 L Case""}}],""businessUnit"":""200001""}]}"
"This Suiji Mirin is an undeniable pantry staple for dishes inspired by Japan’s rich culinary tradition. This must-have begins with sake — the essential rice wine — for rich, nutty flavor with no alcohol content, followed by the addition of sugar and salt for a wonderful sweetness that does not overwhelm the palate. Packed with all-natural amino acids for an impressive depth of flavor, this golden liquid is the key to top-notch marinades, dipping sauces, and stir-fry dishes.",Mirin Suiji,10600181,,6x1.8 LT BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/10600181_0.jpg,7.48E+11,,,https://www.chefswarehouse.com/products//10600181/,TSUKI,,,Toppings & Croutons,TUSKI,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/10600181_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Rice Vinegars"",""sub-category"":""Vinegar"",""sub-sub-category"":""Rice Vinegars"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Toppings & Croutons"",""product_variants"":[{""code"":""JDE_10600181-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x1.8 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10600181""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10600181-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x1.8 LT BC""}}],""businessUnit"":""200001""},{""code"":""JDE_10600181-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6x1.8 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10600181""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10600181-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x1.8 LT BC""}}],""businessUnit"":""200001""}]}"
"Like traditional dark balsamic vinegar, white balsamic vinegar is made from white Trebbiano grapes in the Emilia-Romagna region of Italy. White balsamic vinegar is only aged for one year; this short aging keeps the light color and flavor.",Sinatra White Balsamic Vinegar,GV390,,2x5 LT BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/balsamic-vincotto/gv390_0.jpg,71270378014,,,https://www.chefswarehouse.com/products//GV390/,BELARIA,,,Vinegar,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/balsamic-vincotto/gv390_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Balsamic & Vincotto"",""sub-category"":""Vinegar"",""sub-sub-category"":""Balsamic & Vincotto"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Vinegar"",""product_variants"":[{""code"":""JDE_GV390-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2x5 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GV390""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GV390-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x5 LT BC""}}],""businessUnit"":""200001""},{""code"":""JDE_GV390-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2x5 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GV390""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GV390-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x5 LT BC""}}],""businessUnit"":""200001""}]}"
"Mirin, or sweet cooking rice wine, brings out the flavor in Japanese (and many Asian) dishes.",Aji Mirin Sweet Rice Seasoning,GS121,,6 x 60 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/gs121_0.jpg,1.00E+13,,,https://www.chefswarehouse.com/products//GS121/,KIKKOMAN,,,Toppings & Croutons,"KIKKOMAN SALES USA, INC.",Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/rice-vinegars/gs121_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Rice Vinegars"",""sub-category"":""Vinegar"",""sub-sub-category"":""Rice Vinegars"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Toppings & Croutons"",""product_variants"":[{""code"":""JDE_GS121-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 60 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GS121""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GS121-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 60 Oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_GS121-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 60 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GS121""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GS121-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 60 Oz Case""}}],""businessUnit"":""200001""}]}"
"Delouis Champagne vinegar is a premium vinegar that is made from high-quality Champagne wine that has been aged to create a bright and crisp flavor. It is made by fermenting Champagne wine until it turns into vinegar, and then aging it in oak barrels to enhance its flavor and aroma. This Champagne vinegar is known for its versatility and can be used in a wide range of recipes, from dressings and marinades to sauces and pickles. It has a mild and tangy flavor that is perfect for enhancing the taste of a variety of dishes.",Champagne Vinegar,BC702287A,,2x5 LT BC,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/bc702287a_0.jpg",8-88513-20347-3,,,https://www.chefswarehouse.com/products//BC702287A/,DELOUIS,,,Salad Dressing,DELOUIS,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/bc702287a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Wine, Cider & Malt"",""sub-category"":""Vinegar"",""sub-sub-category"":""Wine, Cider & Malt"",""supplier_name"":"""",""country_of_origin"":""France"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_BC702287A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2x5 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC702287A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC702287A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x5 LT BC""}}],""businessUnit"":""200001""},{""code"":""JDE_BC702287A-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2x5 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC702287A""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC702287A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x5 LT BC""}}],""businessUnit"":""200001""}]}"
"A slightly acidic with smoothness roundness and flavor not a very sweet liquid made from the variety of grape from which it originate which never fully ripened enough for wine production. As an alternative to wine vinegar and lemon juice use for deglazing sauces and dressings. Provides a smoothness, roundness and flavor in many recipes game or foie gras. Product without preservatives, naturally developed and stabilized only by physical processes: Store in refrigerator after opening (can be stored 15 days to 3 weeks)",White Verjus,VN100754,,12 x 750 mL Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/vn100754_0.jpg",7.06E+11,,,https://www.chefswarehouse.com/products//VN100754/,DIVINA,,,Salad Dressing,FOODMATCH INC.,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/wine,-cider-malt-/vn100754_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Wine, Cider & Malt"",""sub-category"":""Vinegar"",""sub-sub-category"":""Wine, Cider & Malt"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_VN100754-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 750 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN100754""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN100754-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 750 mL Case""}}],""businessUnit"":""200001""},{""code"":""JDE_VN100754-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12 x 750 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN100754""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN100754-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 750 mL Case""}}],""businessUnit"":""200001""}]}"
