description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"With its rich, buttery texture and sweet lacing of fruit-wood smoke, it accounts for 80% of our sales. Smoked with the perfect blend of apple and cherry woods, our salmon is praised for its delicate smoked flavor and silky texture. Our salmon comes from the best farms located in the farthest, remotest regions of the icy Northern Atlantic. We receive daily deliveries flown in directly from the farms; more importantly, the salmon we use has never been frozen, giving it an amazingly silky texture, and rich, deep orange color.",Fresh Sliced Smoked Salmon,WI031700,,3 - 4 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031700_0.jpg,90075000111,,,https://www.chefswarehouse.com/products/WI031700/,CATSMO,,,,CATSMO,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031700_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""United States"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_WI031700-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""3 - 4 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031700\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031700-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""3 - 4 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Produced from superior Scottish and Canadian fresh salmon, this Pastrami Sliced Smoked Salmon is smoked naturally with hickory wood. With an average temperature of 55 degrees â€” the ideal temperature for true cold smoked salmon â€” this product puts a spicy twist on a tried and true classic. Treat your go-to bagel sandwich with an extra kick of coriander, allspice, black pepper, and paprika for a morning bite as unique as it is delicious.",Pastrami Fresh Sliced Smoked Salmon,WI031715,,3 - 4 LB Piece,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031715_0.jpg,65418510565,,,https://www.chefswarehouse.com/products/WI031715/,55 DEGREES,,,,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031715_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_WI031715-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""3 - 4 LB Piece\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031715\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031715-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""3 - 4 LB Piece\""}}],\""businessUnit\"":\""200001\""}]""}"
Daniel Boulud Artisanal Cut Smoked Salmon,8 Oz Smoked Salmon,BC800503,,12 x 8 Oz Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/bc800503_0.jpg,,,,https://www.chefswarehouse.com/products/BC800503/,DANIEL BOULUD,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/bc800503_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_BC800503-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""12 x 8 Oz Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""BC800503\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_BC800503-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""12 x 8 Oz Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Produced from superior Scottish and Canadian fresh salmon, this Gravlox Sliced Smoked Salmon is smoked naturally with hickory wood. With an average temperature of 55 degrees â€” the ideal temperature for true cold smoked salmon â€” this product combines savory notes of dill, salt, and pepper with sweet hints of sugar for an undeniably multifaceted flavor experience. Take a hint from Scandinavian cuisine and feature it on a mixed greens salad, a smoky charcuterie board, or a loaded avocado toast.",Gravlax Fresh Sliced Smoked Salmon,WI031727,,3 - 4 LB Piece,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031727_0.jpg,410458,,,https://www.chefswarehouse.com/products/WI031727/,55 DEGREES,,,,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031727_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Char"",""product_variants"":""[{\""code\"":\""JDE_WI031727-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""3 - 4 LB Piece\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031727\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031727-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""3 - 4 LB Piece\""}}],\""businessUnit\"":\""200001\""}]""}"
"Smoked Pecan Trout Fillet is a product from the Smoked Fish category, available in 10 Count Case packaging, typically stored Frozen.",Smoked Pecan Trout Fillet,WI031736F,,10 Count Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/smoked-fish/10496273_0.jpg,,,,https://www.chefswarehouse.com/products/WI031736F/,WOODSMOKE,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/smoked-fish/10496273_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Trout"",""product_variants"":""[{\""code\"":\""JDE_WI031736F-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031736F\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031736F-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Fresh Smoked Salmon Bagel Bites is a product from the Smoked Fish category, available in 2 x 2 LB Case packaging, typically stored Refrigerated.",Fresh Smoked Salmon Bagel Bites,WI031730,,2 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031730_0.jpg,,,,https://www.chefswarehouse.com/products/WI031730/,CATSMO,,,,CATSMO,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031730_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_WI031730-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031730\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031730-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Taking only the finest quality fresh Atlantic salmon we hand cure with pure sea salt and fresh herbs then smoke in small batches using aged oak whisky barrels. The salmon is then fully trimmed by hand to remove all dark meat, sliced paper thin, and vacuum packed fresh. With its rich buttery texture and medium sweet smoke flavor, this smoked salmon melts in your mouth and is reminiscent of the Scottish Highlands cure.",Salmon Smoked Balmoral,WI030713A,,15x3 LB BC CW,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi030713a_0.jpg,,,,https://www.chefswarehouse.com/products/WI030713A/,SANTA BARBARA SMOKE,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi030713a_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_WI030713A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15x3 LB BC CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030713A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030713A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15x3 LB BC CW\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_WI030713A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""15x3 LB BC CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030713A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030713A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15x3 LB BC CW\""}}],\""businessUnit\"":\""200001\""}]""}"
"New Zealand Whole Smoked Salmon is a product from the Smoked Fish category, available in 2.5 - 3 LB Case packaging, typically stored Refrigerated.",New Zealand Whole Smoked Salmon,WI031722,,2.5 - 3 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031722_0.jpg,,,,https://www.chefswarehouse.com/products/WI031722/,ORA KING,,,,ORA KING,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031722_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_WI031722-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""2.5 - 3 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031722\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031722-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2.5 - 3 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Lighthouse Bay Smoked Salmon is a product from the Smoked Fish category, available in 20 x 2.5 LB Case packaging, typically stored Refrigerated.",Lighthouse Bay Smoked Salmon,WI031713A,,20 x 2.5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031713a_0.jpg,,,,https://www.chefswarehouse.com/products/WI031713A/,SANTA BARBARA SMOKE,,,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salmon-/wi031713a_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Smoked Fish"",""sub-category"":""Smoked Fish"",""sub-sub-category"":""Salmon "",""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Salmon"",""product_variants"":""[{\""code\"":\""JDE_WI031713A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""20 x 2.5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031713A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031713A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""20 x 2.5 LB Case\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_WI031713A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""20 x 2.5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI031713A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI031713A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""20 x 2.5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Ruby Chunk White Tuna in Water is a canned tuna product that contains chunked white tuna packed in water. It is a good source of protein and can be used in a variety of recipes, such as salads, sandwiches, and casseroles. The tuna is carefully selected, cooked, and packed to ensure freshness and quality.",Chunk White Tuna,GF115,,6 x 66.5 Oz Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/tuna-/gf115_0.jpg,6.73E+11,,,https://www.chefswarehouse.com/products/GF115/,RUBY,,,,JA KIRSCH,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/tuna-/gf115_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Tuna "",""sub-category"":""Tuna "",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Tuna"",""product_variants"":""[{\""code\"":\""JDE_GF115-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""6 x 66.5 Oz Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""GF115\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_GF115-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""6 x 66.5 Oz Case\""}}],\""businessUnit\"":\""200001\""}]""}"
White Tuna in Water,Solid White Tuna in Water,GF120,,6x66.5 Oz CAN Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/tuna-/gf120_0.jpg,71270301517,,,https://www.chefswarehouse.com/products/GF120/,RUBY,,,,THE ATALANTA CORPORATION INC,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/tuna-/gf120_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Tuna "",""sub-category"":""Tuna "",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Tuna"",""product_variants"":""[{\""code\"":\""JDE_GF120-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""6x66.5 Oz CAN Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""GF120\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_GF120-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""6x66.5 Oz CAN Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"A premium quality canned tuna that has been hand-filleted and preserved in extra virgin olive oil. The tuna is responsibly sourced from the Mediterranean Sea and is carefully selected for its firm texture and delicious flavor. It is perfect for use in salads, sandwiches, pasta dishes, and more. The olive oil adds a rich and savory flavor that complements the taste of the tuna, making it a versatile ingredient for a wide range of culinary applications. This tuna is free of preservatives and additives, ensuring a pure and authentic taste.",Tuna in Olive Oil,BC702128,,2 x 60 Oz Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/tuna-/bc702128_0.jpg,81687700858,,,https://www.chefswarehouse.com/products/BC702128/,L'ISOLA D'ORO,,,,L'ISOLA D'ORO,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/tuna-/bc702128_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Tuna "",""sub-category"":""Tuna "",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""Italy"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Tuna"",""product_variants"":""[{\""code\"":\""JDE_BC702128-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 60 Oz Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""BC702128\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_BC702128-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 60 Oz Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Saku Ahi Tuna is a product from the Tuna  category, available in 1x10 LB Case packaging, typically stored Frozen.",Saku Ahi Tuna,10951598,,1x10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/tuna-/10951598_0.jpg,,,,https://www.chefswarehouse.com/products/10951598/,SEA DELIGHT,,,,SEA DELIGHT,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/tuna-/10951598_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Tuna "",""sub-category"":""Tuna "",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Tuna"",""product_variants"":""[{\""code\"":\""JDE_10951598-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10951598\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10951598-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Tuna Yellowfin Poke Premium,Premium Poke Yellowfin Tuna,WI030468,,10 x 1 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/tuna-/wi030468_0.jpg,,,,https://www.chefswarehouse.com/products/WI030468/,PACIFIC FUSION,,,,BRIGHT STAR FOODS INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/tuna-/wi030468_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Tuna "",""sub-category"":""Tuna "",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Tuna"",""product_variants"":""[{\""code\"":\""JDE_WI030468-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 x 1 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030468\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030468-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 x 1 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
